0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.547169811,-0.173584906,0.698113208
0.362264151,-0.188679245,0.520754717
0.343396226,-0.464150943,0.347169811
0.267924528,-0.441509434,0.58490566
0.305660377,-0.464150943,0.581132075
0.347169811,-0.490566038,0.577358491
0.388679245,-0.513207547,0.573584906
0.430188679,-0.539622642,0.569811321
0.471698113,-0.566037736,0.562264151
0.550943396,-0.833962264,0.479245283
0.509433962,-0.924528302,0.645283019
0.532075472,-0.905660377,0.396226415
0.509433962,-0.901886792,0.4
0.486792453,-0.901886792,0.403773585
0.464150943,-0.901886792,0.40754717
0.441509434,-0.901886792,0.411320755
0.418867925,-0.901886792,0.41509434
0.396226415,-0.901886792,0.418867925
0.373584906,-0.901886792,0.422641509
0.350943396,-0.901886792,0.426415094
0.332075472,-0.901886792,0.430188679
0.309433962,-0.901886792,0.433962264
0.286792453,-0.901886792,0.437735849
0.264150943,-0.901886792,0.441509434
0.241509434,-0.901886792,0.445283019
0.218867925,-0.901886792,0.449056604
0.196226415,-0.901886792,0.452830189
0.173584906,-0.901886792,0.456603774
0.154716981,-0.901886792,0.460377358
0.132075472,-0.901886792,0.464150943
0.109433962,-0.901886792,0.467924528
0.086792453,-0.901886792,0.471698113
0.067924528,-0.901886792,0.475471698
0.045283019,-0.901886792,0.479245283
0.022641509,-0.901886792,0.483018868
0,-0.901886792,0.486792453
-0.022641509,-0.901886792,0.486792453
-0.030188679,-0.920754717,0.245283019
0.083018868,-0.811320755,0.396226415
0.056603774,-0.78490566,0.4
0.030188679,-0.762264151,0.4
0.003773585,-0.739622642,0.4
-0.022641509,-0.716981132,0.4
-0.049056604,-0.694339623,0.4
-0.075471698,-0.671698113,0.4
-0.101886792,-0.649056604,0.4
-0.128301887,-0.626415094,0.4
-0.154716981,-0.603773585,0.4
-0.181132075,-0.581132075,0.4
-0.20754717,-0.558490566,0.4
-0.233962264,-0.535849057,0.403773585
-0.260377358,-0.513207547,0.403773585
-0.286792453,-0.490566038,0.403773585
-0.313207547,-0.467924528,0.403773585
-0.339622642,-0.445283019,0.403773585
-0.366037736,-0.422641509,0.403773585
-0.39245283,-0.4,0.403773585
-0.418867925,-0.377358491,0.403773585
-0.445283019,-0.354716981,0.403773585
-0.471698113,-0.332075472,0.403773585
-0.498113208,-0.309433962,0.403773585
-0.41509434,-0.196226415,0.562264151
-0.343396226,-0.222641509,0.241509434
-0.343396226,-0.275471698,0.509433962
-0.347169811,-0.120754717,0.41509434
-0.403773585,-0.120754717,0.4
-0.464150943,-0.120754717,0.38490566
-0.524528302,-0.120754717,0.366037736
-0.58490566,-0.124528302,0.350943396
-0.645283019,-0.124528302,0.332075472
-0.701886792,-0.124528302,0.316981132
-0.762264151,-0.128301887,0.301886792
-0.822641509,-0.128301887,0.283018868
-0.883018868,-0.128301887,0.267924528
-0.943396226,-0.132075472,0.249056604
-0.826415094,-0.060377358,0.011320755
-0.875471698,-0.120754717,0.275471698
-0.864150943,-0.083018868,0.294339623
-0.852830189,-0.045283019,0.313207547
-0.841509434,-0.01509434,0.328301887
-0.830188679,0.022641509,0.347169811
-0.818867925,0.056603774,0.366037736
-0.80754717,0.094339623,0.381132075
-0.796226415,0.128301887,0.4
-0.78490566,0.166037736,0.41509434
-0.773584906,0.2,0.433962264
-0.762264151,0.237735849,0.452830189
-0.750943396,0.271698113,0.467924528
-0.739622642,0.309433962,0.486792453
-0.728301887,0.347169811,0.501886792
-0.773584906,0.154716981,0.267924528
-0.886792453,0.316981132,0.2
-1,0.581132075,0.343396226
-0.916981132,0.603773585,0.105660377
-0.788679245,0.316981132,0.109433962
-0.569811321,0.445283019,0.283018868
-0.618867925,0.475471698,0.162264151
-0.6,0.486792453,0.177358491
-0.58490566,0.501886792,0.19245283
-0.569811321,0.516981132,0.20754717
-0.550943396,0.528301887,0.222641509
-0.535849057,0.543396226,0.237735849
-0.520754717,0.558490566,0.252830189
-0.505660377,0.573584906,0.264150943
-0.713207547,0.664150943,0.433962264
-0.562264151,0.437735849,0.652830189
-0.630188679,0.626415094,0.905660377
-0.516981132,0.38490566,1.049056604
-0.698113208,0.490566038,1.150943396
-0.418867925,0.41509434,1.260377358
-0.596226415,0.4,1.301886792
-0.566037736,0.309433962,1.196226415
-0.539622642,0.222641509,1.090566038
-0.471698113,0.279245283,1.188679245
-0.267924528,0.026415094,1.154716981
-0.267924528,0.030188679,1.162264151
-0.267924528,0.033962264,1.166037736
-0.271698113,0.037735849,1.169811321
-0.271698113,0.041509434,1.173584906
-0.275471698,0.045283019,1.181132075
-0.275471698,0.049056604,1.18490566
-0.279245283,0.052830189,1.188679245
-0.279245283,0.056603774,1.19245283
-0.283018868,0.060377358,1.196226415
-0.056603774,0.030188679,1.377358491
-0.188679245,-0.124528302,1.249056604
-0.226415094,-0.003773585,1.2
-0.230188679,0.079245283,1.116981132
-0.233962264,0.166037736,1.033962264
-0.241509434,0.252830189,0.947169811
-0.245283019,0.339622642,0.864150943
-0.249056604,0.422641509,0.781132075
-0.256603774,0.509433962,0.694339623
-0.260377358,0.596226415,0.611320755
-0.267924528,0.683018868,0.524528302
-0.426415094,0.909433962,0.516981132
-0.305660377,0.920754717,0.222641509
-0.279245283,0.909433962,0.218867925
-0.256603774,0.901886792,0.21509434
-0.230188679,0.890566038,0.211320755
-0.20754717,0.883018868,0.203773585
-0.18490566,0.871698113,0.2
-0.158490566,0.864150943,0.196226415
-0.135849057,0.852830189,0.188679245
-0.109433962,0.845283019,0.18490566
-0.086792453,0.833962264,0.181132075
-0.064150943,0.826415094,0.173584906
-0.037735849,0.81509434,0.169811321
-0.01509434,0.80754717,0.166037736
0.011320755,0.8,0.158490566
0.033962264,0.788679245,0.154716981
0.056603774,0.781132075,0.150943396
0.079245283,0.769811321,0.143396226
0.101886792,0.762264151,0.139622642
0.128301887,0.750943396,0.135849057
0.150943396,0.743396226,0.132075472
0.177358491,0.732075472,0.124528302
0.2,0.724528302,0.120754717
